Category	Value	Fon Kodu	Tarih
Yatırım Fonları Katılma Payları	93,4	PFO	2024-02-04
Takasbank Para Piyasası	6,6	PFO	2024-02-04
Kamu Dış Borçlanma Araçları	54,88	PPE	2024-02-04
Yatırım Fonları Katılma Payları	0,14	PPE	2024-02-04
Kamu Kira Sertifikaları (Döviz)	25,0	PPE	2024-02-04
Takasbank Para Piyasası	0,18	PPE	2024-02-04
Özel Sektör Dış Borçlanma Araçları	12,32	PPE	2024-02-04
Özel Sektör Yurt Dışı Kira Sertifikaları	7,48	PPE	2024-02-04
Hisse Senedi	94,05	BID	2024-02-04
Vadeli İşlemler Nakit Teminatları	1,38	BID	2024-02-04
Takasbank Para Piyasası	4,57	BID	2024-02-04
Mevduat (Döviz)	59,43	FKE	2024-02-04
Yabancı Özel Sektör Borçlanma Araçları	3,27	FKE	2024-02-04
Özel Sektör Dış Borçlanma Araçları	19,49	FKE	2024-02-04
Katılma Hesabı (Döviz)	17,81	FKE	2024-02-04
Katılma Hesabı (TL)	73,26	RBR	2024-02-04
Girişim Sermayesi Yatırım Fonları Katılma Payları	26,74	RBR	2024-02-04
Kıymetli Madenler	70,37	RJG	2024-02-04
Katılma Hesabı (Altın)	7,08	RJG	2024-02-04
Hisse Senedi	13,0	RJG	2024-02-04
Katılma Hesabı (TL)	9,55	RJG	2024-02-04
Kamu Dış Borçlanma Araçları	36,76	RIK	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,41	RIK	2024-02-04
Özel Sektör Dış Borçlanma Araçları	22,54	RIK	2024-02-04
Diğer	1,32	RIK	2024-02-04
Vadeli İşlemler Nakit Teminatları	10,81	RIK	2024-02-04
Özel Sektör Kira Sertifikaları	1,33	RIK	2024-02-04
Finansman Bonosu	7,64	RIK	2024-02-04
Hisse Senedi	3,31	RIK	2024-02-04
Girişim Sermayesi Yatırım Fonları Katılma Payları	6,28	RIK	2024-02-04
Yabancı Hisse Senedi	4,18	RIK	2024-02-04
Yatırım Fonları Katılma Payları	5,42	RIK	2024-02-04
Yabancı Hisse Senedi	56,76	CPT	2024-02-04
Yatırım Fonları Katılma Payları	6,58	CPT	2024-02-04
Hisse Senedi	22,0	CPT	2024-02-04
Takasbank Para Piyasası	14,66	CPT	2024-02-04
Yabancı Hisse Senedi	71,96	PIL	2024-02-04
Hisse Senedi	2,17	PIL	2024-02-04
Yatırım Fonları Katılma Payları	16,59	PIL	2024-02-04
Diğer	4,09	PIL	2024-02-04
Takasbank Para Piyasası	5,19	PIL	2024-02-04
Hisse Senedi	52,87	SHE	2024-02-04
Mevduat (TL)	1,42	SHE	2024-02-04
Yabancı Borsa Yatırım Fonları	14,7	SHE	2024-02-04
Yatırım Fonları Katılma Payları	2,53	SHE	2024-02-04
Finansman Bonosu	10,52	SHE	2024-02-04
Özel Sektör Tahvili	4,1	SHE	2024-02-04
Vadeli İşlemler Nakit Teminatları	4,75	SHE	2024-02-04
Diğer	4,41	SHE	2024-02-04
Takasbank Para Piyasası	4,7	SHE	2024-02-04
Yatırım Fonları Katılma Payları	95,76	TCF	2024-02-04
Takasbank Para Piyasası	1,99	TCF	2024-02-04
Yabancı Borsa Yatırım Fonları	2,25	TCF	2024-02-04
Özel Sektör Dış Borçlanma Araçları	45,95	TMM	2024-02-04
Finansman Bonosu	0,67	TMM	2024-02-04
Kamu Dış Borçlanma Araçları	43,95	TMM	2024-02-04
Vadeli İşlemler Nakit Teminatları	9,43	TMM	2024-02-04
Yabancı Borsa Yatırım Fonları	47,22	TVN	2024-02-04
Borsa Yatırım Fonları Katılma Payları	0,01	TVN	2024-02-04
Yatırım Fonları Katılma Payları	37,56	TVN	2024-02-04
Yabancı Hisse Senedi	2,67	TVN	2024-02-04
Takasbank Para Piyasası	12,54	TVN	2024-02-04
Hisse Senedi	94,91	THD	2024-02-04
Yatırım Fonları Katılma Payları	0,65	THD	2024-02-04
Takasbank Para Piyasası	3,16	THD	2024-02-04
Vadeli İşlemler Nakit Teminatları	1,28	THD	2024-02-04
Takasbank Para Piyasası	59,41	UP2	2024-02-04
Varlığa Dayalı Menkul Kıymetler	3,35	UP2	2024-02-04
Finansman Bonosu	25,42	UP2	2024-02-04
Özel Sektör Kira Sertifikaları	4,77	UP2	2024-02-04
Mevduat (TL)	7,05	UP2	2024-02-04
Hisse Senedi	81,81	YHB	2024-02-04
Mevduat (TL)	2,79	YHB	2024-02-04
Takasbank Para Piyasası	11,78	YHB	2024-02-04
Vadeli İşlemler Nakit Teminatları	3,62	YHB	2024-02-04
Kamu Kira Sertifikaları (Döviz)	96,25	YSL	2024-02-04
Katılma Hesabı (TL)	0,91	YSL	2024-02-04
Katılma Hesabı (Döviz)	2,84	YSL	2024-02-04
Hisse Senedi	86,31	YLY	2024-02-04
Mevduat (TL)	2,72	YLY	2024-02-04
Takasbank Para Piyasası	8,13	YLY	2024-02-04
Vadeli İşlemler Nakit Teminatları	2,84	YLY	2024-02-04
Özel Sektör Dış Borçlanma Araçları	50,81	YMD	2024-02-04
Mevduat (TL)	0,09	YMD	2024-02-04
Kamu Dış Borçlanma Araçları	36,57	YMD	2024-02-04
Yatırım Fonları Katılma Payları	0,11	YMD	2024-02-04
Yabancı Kamu Borçlanma Araçları	11,52	YMD	2024-02-04
Mevduat (Döviz)	0,9	YMD	2024-02-04
Özel Sektör Dış Borçlanma Araçları	55,95	YNK	2024-02-04
Mevduat (Döviz)	2,25	YNK	2024-02-04
Kamu Dış Borçlanma Araçları	41,8	YNK	2024-02-04
Yabancı Hisse Senedi	53,39	YTV	2024-02-04
Mevduat (Döviz)	1,92	YTV	2024-02-04
Hisse Senedi	18,95	YTV	2024-02-04
Yatırım Fonları Katılma Payları	3,59	YTV	2024-02-04
Takasbank Para Piyasası	14,05	YTV	2024-02-04
Yabancı Borsa Yatırım Fonları	8,1	YTV	2024-02-04
Devlet Tahvili	100,25	AK2	2024-02-04
